Compound  SmmetryNum  SymetGroup
Bi1Br1Te1  156  (P3m1)
Bi1Ca1Li1  62  (Pnma)
Bi1Cl1Se1  62  (Pnma)
Bi4Cu3La3  220  (I-43d)
Bi4Ge3O12  220  (I-43d)
Bi4O11Ta2  2  (P-1)
Bi4O12Si3  220  (I-43d)
Bi4O12Ti3  139  (I4/mmm)
Bi4O12Ti3  9  (Cc)
Bi4O12Ti3  7  (Pc)
Bi4O12Ti3  41  (Aea2)
Bi5Ce2Rh3  36  (Cmc21)
Bi6Cr2O15  37  (Ccc2)
Bi7O18Ta3  12  (C2/m)
Bi8K2Se13  2  (P-1)
Br1Cl1Pb1  62  (Pnma)
Br1Cl14P3  79  (I4)
Br1Cu1Se2  14  (P21/c)
Br1Cu1Se3  53  (Pmna)
Br1Cu1Se3  30  (Pnc2)
Br1Cu1Te2  14  (P21/c)
Br1In1Te1  14  (P21/c)
Br1In5Se5  31  (Pmn21)
Br1La3Te4  62  (Pnma)
Br1Li10N3  187  (P-6m2)
Br1Mo1Te4  2  (P-1)
Br1Se2Tl5  140  (I4/mcm)
Br1Te2Tl5  140  (I4/mcm)
Br3Rb1Yb1  62  (Pnma)
Br3Rh1Te6  167  (R-3c)
Br4Cd1Cs2  14  (P21/c)
Br4Cd1Cs2  62  (Pnma)
Br4Cs1Ga1  62  (Pnma)
Br4Cs1Li3  26  (Pmc21)
Br4Cs1Tl1  19  (P212121)
Br4Cs2Hg1  14  (P21/c)
Br4Cs2Hg1  62  (Pnma)
Br4Cs2Zn1  62  (Pnma)
Br4Cs3Li1  20  (C2221)
Br4Fe1Li2  65  (Cmmm)
Br4Ga1In1  13  (P2/c)
Br4Ga1Li1  14  (P21/c)
Br4Ga1Na1  62  (Pnma)
Br4In1Na1  19  (P212121)
Br4Li2Mg1  65  (Cmmm)
Br4Li2Zn1  62  (Pnma)
Br4Na2Zn1  62  (Pnma)
Br4Pd4Te3  2  (P-1)
Br4Rb2Zn1  33  (Pna21)
Br4Rb2Zn1  14  (P21/c)
Br4Rb2Zn1  62  (Pnma)
Br5Cd1Cs3  140  (I4/mcm)
Br5Cs1Hg2  11  (P21/m)
Br9Ir1Se3  2  (P-1)
Br9Mo2Rb3  194  (P63/mmc)
Br9Nb2Rb3  194  (P63/mmc)
Br9Os2Rb3  194  (P63/mmc)
Br9Os2Rb3  176  (P63/m)
Br9Rb3Sb2  164  (P-3m1)
Br9Ta1Te1  11  (P21/m)
C1B1F6K1  14  (P21/c)
C1Br14Th6  64  (Cmce)
C1Cl14Ti6  64  (Cmce)
C1Cl14Zr6  64  (Cmce)
C1F1K3O3  167  (R-3c)
C1F5N1S1  62  (Pnma)
C1F5N1S2  2  (P-1)
C1H1K1N2  19  (P212121)
C1H1K1O2  63  (Cmcm)
C1H1K1O3  14  (P21/c)
C1H1K1O3  2  (P-1)
C1H1N3O1  7  (Pc)
C1H2N6O2  2  (P-1)
C1H3F1O2  62  (Pnma)
C1H3N5O4  19  (P212121)
C1H4N2O1  113  (P-421m)
C1H4N2S1  14  (P21/c)
C1H4N2S1  26  (Pmc21)
C2H6N4S2  15  (C2/c)
C2H6O4S1  15  (C2/c)
C2H6O4S1  43  (Fdd2)
C2H6P2S6  14  (P21/c)
C2H7N7O6  2  (P-1)
C2H8I1N1  12  (C2/m)
C2H8I3N1  56  (Pccn)
C2H8N2O3  33  (Pna21)
C2H8N6O7  15  (C2/c)
C2H8N8O4  2  (P-1)
C2H9N9O6  2  (P-1)
C2I1K1N2  12  (C2/m)
C2K2N4O8  15  (C2/c)
C2K2O9W1  14  (P21/c)
C2N2O6S2  15  (C2/c)
C22Co6O18  2  (P-1)
C3B1K2N3  43  (Fdd2)
C3F4O2S2  14  (P21/c)
C3H3N3O3  15  (C2/c)
C3H3O6Y1  160  (R3m)
C3H5N5O1  14  (P21/c)
C3H6N2O2  14  (P21/c)
C3H7N3O5  15  (C2/c)
C3H8N2O1  43  (Fdd2)
C3H8N2O1  14  (P21/c)
Ca6O14Si4  46  (Ima2)
Cd1Cl3Cs1  194  (P63/mmc)
Cd1Cl3Cs1  221  (Pm-3m)
Cd1Cl3Rb1  62  (Pnma)
Cd1Cl3Tl1  62  (Pnma)
Cd1Cl4Cs2  139  (I4/mmm)
Cd1Cl4Na2  55  (Pbam)
Cd1Cl4Rb2  139  (I4/mmm)
Cd1Cl6Rb4  167  (R-3c)
Cd1Cl8Na6  225  (Fm-3m)
Cd1Ga1Pr1  189  (P-62m)
Cd1Ga2Se4  82  (I-4)
Cd1Ga2Te4  82  (I-4)
Cd1Ho2Se4  227  (Fd-3m)
Cd1In2Se4  227  (Fd-3m)
Cd1In2Se4  82  (I-4)
Cd1In2Se4  121  (I-42m)
Cd1In2Se4  111  (P-42m)
Cd1In2Te4  82  (I-4)
Cd1Li1Sb1  216  (F-43m)
Cd1Lu2Se4  227  (Fd-3m)
Cd1Pr1Tl1  194  (P63/mmc)
Cd1Sb1Tl1  62  (Pnma)
Cd1Sb2Yb2  36  (Cmc21)
Cd1Sc2Se4  227  (Fd-3m)
Ce2Ge6Zn3  63  (Cmcm)
Ce2Hf1Se5  62  (Pnma)
Ce2Se4Sn1  62  (Pnma)
Ce2Se5Zr1  62  (Pnma)
Ce3Ga2Ni2  57  (Pbcm)
Ce3Pt3Sb4  220  (I-43d)
Ce4Ge6Mg5  36  (Cmc21)
Cl1Cu1F10  14  (P21/c)
Cl1Cu1Se2  14  (P21/c)
Cl1Cu1Te2  14  (P21/c)
Cl1F10Sb1  57  (Pbcm)
Cl1Ga1Te1  58  (Pnnm)
Cl1In1Te1  14  (P21/c)
Cl1In5Se5  11  (P21/m)
Cl1La1Se1  62  (Pnma)
Cl1La1Te1  62  (Pnma)
Cl1La1Te1  129  (P4/nmm)
Cl1Pr1Te1  129  (P4/nmm)
Cl1Rh1Te1  12  (C2/m)
Cl1Se2Tl5  130  (P4/ncc)
Cl10Fe1W2  15  (C2/c)
Cl10Fe2W2  15  (C2/c)
Cl10N2Si4  14  (P21/c)
Cl10Nb1P1  2  (P-1)
Cl10O7Si6  11  (P21/m)
Cl3Hg1Tl1  62  (Pnma)
Cl3Ir1Te6  167  (R-3c)
Cl3Lu1O12  161  (R3c)
Cl3Mg1Rb1  194  (P63/mmc)
Cl3Nb1Se1  13  (P2/c)
Cl3Rh1Te6  167  (R-3c)
Cl4Cr1Cs2  139  (I4/mmm)
Cl4Cr1Li2  15  (C2/c)
Cl4Cr1Li2  12  (C2/m)
Cl4Cr1Na2  14  (P21/c)
Cl4Cr1Rb2  139  (I4/mmm)
Cl4Cr1Rb2  64  (Cmce)
Cl4Cs1Ga1  62  (Pnma)
Cl4Cs1Li3  63  (Cmcm)
Cl4Cs1Re1  40  (Ama2)
Cl4Cs2Hg1  19  (P212121)
Cl4Cs2Hg1  62  (Pnma)
Cl4Cs2Mg1  62  (Pnma)
Cl4Cs2Pd1  63  (Cmcm)
Cl4Cs2Pd1  123  (P4/mmm)
Cl4Cs2Pt1  63  (Cmcm)
Cl4Cs2Yb1  139  (I4/mmm)
Cl4Cs2Zn1  62  (Pnma)
Cl4Cs3Li1  38  (Amm2)
Cl4Cu1Ga1  112  (P-42c)
Cl6Cs4Pb1  167  (R-3c)
Cl6Fe1Hf1  163  (P-31c)
Cl6Fe1Zr1  163  (P-31c)
Cl6Ga1Sb1  14  (P21/c)
Cl6Hf1Se4  138  (P42/ncm)
Cl6Hf1Te4  2  (P-1)
Cl6Hf1Te6  57  (Pbcm)
Cl6Hf1Te8  2  (P-1)
Cl6In1Na3  163  (P-31c)
Cl6Na1Nb1  14  (P21/c)
Cl6Na1Sb1  84  (P42/m)
Cl6Na1Ta1  14  (P21/c)
Cl6Na3Sc1  14  (P21/c)
Cl6Pb1Rb2  225  (Fm-3m)
Cl6Pb2Pd1  14  (P21/c)
Cl6Pd1Rb2  225  (Fm-3m)
Cl6Pd1Se2  15  (C2/c)
Cl6Pt1Rb2  225  (Fm-3m)
Cl6Pt1Tl2  225  (Fm-3m)
Cl6Pu1Rb2  186  (P63mc)
Cl6Rb2Se1  225  (Fm-3m)
Cl6Rb2Sn1  225  (Fm-3m)
Cl6Rb2Te1  225  (Fm-3m)
Cl6Rb2Ti1  225  (Fm-3m)
Cl6Rb2Zr1  225  (Fm-3m)
Co1Pt1Sb1  216  (F-43m)
Co1Sb1Ti1  216  (F-43m)
Co1Sb1Zr1  216  (F-43m)
Co1Sc1Si1  62  (Pnma)
Co1Sc1Sn1  62  (Pnma)
Co1Si1Tb1  62  (Pnma)
Co1Si1Tm1  62  (Pnma)
Co1Si3Tb1  107  (I4mm)
Co1Sn1Tb1  62  (Pnma)
Co2Dy1Si2  139  (I4/mmm)
Co2Er1Si2  139  (I4/mmm)
Co2Er6Ga1  71  (Immm)
Co2Ga1Mn1  216  (F-43m)
Co2Ge2Nd1  139  (I4/mmm)
Co2Ge3Se3  146  (R3)
Co2Ta1Te2  62  (Pnma)
Co3Ga9Tb2  63  (Cmcm)
Co4Cs7F15  14  (P21/c)
Co4Na10O9  2  (P-1)
Cr1Ge1Ti1  216  (F-43m)
Cr1Se3Th1  62  (Pnma)
Cr1Si1Ti1  216  (F-43m)
Cr1Ta4Te4  55  (Pbam)
Cr2Nb4Si5  72  (Ibam)
Cr2Si2Te6  146  (R3)
Cs4F10Zn3  64  (Cmce)
Cs4Ge2Se6  12  (C2/m)
Cs4Ge2Se8  12  (C2/m)
Cs4Ge4S10  15  (C2/c)
Cs4P2Se10  2  (P-1)
Cs4Re6S13  15  (C2/c)
Cs4S13Tc6  15  (C2/c)
Cs4S14Ti3  15  (C2/c)
Cs4S14Zr3  15  (C2/c)
Cs4Se6Sn2  12  (C2/m)
Cs4Se8Si2  12  (C2/m)
Cs4Sn2Te7  15  (C2/c)
Cs6F18Fe6  194  (P63/mmc)
Cs6Ga1Sb3  11  (P21/m)
Cs6Ga2Se6  14  (P21/c)
Cs6Ge2Se6  15  (C2/c)
Cs6Ge2Te6  15  (C2/c)
Cs6Re6S15  167  (R-3c)
Cs6S27Ti6  146  (R3)
Cs6Sn2Te6  15  (C2/c)
Cs7Cu6F19  12  (C2/m)
Cs7F15Fe4  14  (P21/c)
Cs7F15Ni4  14  (P21/c)
Cs8O19Ta6  87  (I4/m)
Cu1Eu1Ge1  33  (Pna21)
Dy1Fe4Ge2  136  (P42/mnm)
Dy1Fe4Si2  136  (P42/mnm)
Dy1Fe6Ge6  63  (Cmcm)
Dy1Fe6Sn6  63  (Cmcm)
Dy1Ge1Ni1  62  (Pnma)
Dy1Ge1Pd1  59  (Pmmn)
Dy1Ge1Pd2  62  (Pnma)
Dy1Ge1Pt1  62  (Pnma)
Dy1Ge1Ru1  62  (Pnma)
Dy1Ge2Pt2  4  (P21)
Dy1Mo6Se8  148  (R-3)
Dy1Ni1Sn1  62  (Pnma)
Dy1Pd1Sn1  62  (Pnma)
Dy1Pt1Si1  62  (Pnma)
Dy1Pt2Si1  62  (Pnma)
Dy1Ru1Si1  62  (Pnma)
Dy2Mo3O12  113  (P-421m)
Dy4Mg1Rh1  216  (F-43m)
Er1Fe4Ge2  58  (Pnnm)
Er1Fe4Ge2  65  (Cmmm)
Er1Fe4Ge2  136  (P42/mnm)
Er1Fe6Ge6  71  (Immm)
Er1Fe6Sn6  63  (Cmcm)
Er1Ge1Ni1  62  (Pnma)
Er1Ge1Pd1  44  (Imm2)
F13Hf2Na5  12  (C2/m)
F13Na5Zr2  12  (C2/m)
F13Rb1Th3  26  (Pmc21)
F13Th3Tl1  26  (Pmc21)
F14Ga3Na5  14  (P21/c)
F14Sb2Xe1  2  (P-1)
F14Sr4Zn3  8  (Cm)
F15Pr1Zr3  160  (R3m)
F16Sb2Xe1  2  (P-1)
F16Sn6Ti1  15  (C2/c)
F18In1Sb3  165  (P-3c1)
F18Mg6Rb6  194  (P63/mmc)
F18Sb3Tl1  147  (P-3)
F19Ga3Pb5  108  (I4cm)
F19Li3Zr4  2  (P-1)
F2I1K1O2  29  (Pca21)
F2I2O6S2  19  (P212121)
F2K1O2P1  62  (Pnma)
F2K2O5P2  15  (C2/c)
F2N3O1P1  2  (P-1)
F2N4O6S8  14  (P21/c)
F2N5P1S3  160  (R3m)
F22Sr5Zr3  18  (P21212)
F24Fe3Pb8  2  (P-1)
F3K1O1V1  12  (C2/m)
Ga1Ni1Pr1  62  (Pnma)
Ga1Ni1Tb1  62  (Pnma)
Ga1Pd1Tb1  62  (Pnma)
Ga1Pd1Tm1  62  (Pnma)
Ga1Pd2Pr1  62  (Pnma)
Ga1Pd2Tb1  62  (Pnma)
Ga1Pr1Zn1  194  (P63/mmc)
Ga1Pt1Tb1  62  (Pnma)
Ga1Pt1Tm1  62  (Pnma)
Ga1Rb2Sb2  62  (Pnma)
Ga1Rh1Ti1  216  (F-43m)
Ga1Se2Tl1  140  (I4/mcm)
Ga1Se2Tl1  15  (C2/c)
Ga1Sn1Sr1  194  (P63/mmc)
Ga1Te2Tl1  140  (I4/mcm)
Ga2Hg1Se4  82  (I-4)
Ga2Hg1Te4  82  (I-4)
Ga2Na6Se6  14  (P21/c)
Ga2O11Te4  1  (P1)
Ga2Pb1Se4  70  (Fddd)
Ga2Pb1Se4  66  (Cccm)
Ga2Se2Te1  109  (I41md)
Ga2Se4Sr1  66  (Cccm)
Ga2Se4Zn1  82  (I-4)
Ga2Sr1Te4  66  (Cccm)
Ge1Mn1Ta1  46  (Ima2)
Ge1Mn1Tb1  62  (Pnma)
Ge1Mn2Te4  62  (Pnma)
Ge1Na2Se3  14  (P21/c)
Ge1Nd1Ti1  129  (P4/nmm)
Ge1Ni1Pt2  69  (Fmmm)
Ge1Ni1Sr1  62  (Pnma)
Ge1Os1Ti1  46  (Ima2)
Ge1Pd1Tm1  44  (Imm2)
Ge1Pr1Rh1  62  (Pnma)
Ge1Pt1Se1  29  (Pca21)
Ge1Pt1Ti1  216  (F-43m)
Ge1Rh1Sc1  62  (Pnma)
Ge1Rh1Tb1  62  (Pnma)
Ge1Rh1Te1  61  (Pbca)
Ge1Ru1Ti1  46  (Ima2)
Ge1Ru1Zr1  46  (Ima2)
Ge1Se4Sr2  40  (Ama2)
Ge1Se4Tl4  15  (C2/c)
Ge1Se4Yb2  11  (P21/m)
Ge1Te3Tl2  62  (Pnma)
Ge1Te4Zr1  36  (Cmc21)
Ge1Te5Tl2  65  (Cmmm)
Ge1Te5Tl2  127  (P4/mbm)
Ge1Te6Ti1  12  (C2/m)
H1F2O1P1  61  (Pbca)
H1F2P1S1  14  (P21/c)
H1F4N1P2  14  (P21/c)
H1I1O8S2  14  (P21/c)
H1I2K1O6  14  (P21/c)
H1K3O8S2  15  (C2/c)
H10Cs4Mg3  64  (Cmce)
H10Mg3Rb4  64  (Cmce)
H12B12Ba1  159  (P31c)
H12B12Ca1  15  (C2/c)
H12B12Cs2  202  (Fm-3)
H12B12Rb2  202  (Fm-3)
H12B12Sr1  159  (P31c)
H12B12Tl2  202  (Fm-3)
H12Br2Sr7  174  (P-6)
H12Ca7Cl2  174  (P-6)
H12Cl2Sr7  174  (P-6)
H12N16Pd2  87  (I4/m)
H14Al3Na5  128  (P4/mnc)
H16Na2O10  15  (C2/c)
H2Al10O16  186  (P63mc)
H2B1F3O1  14  (P21/c)
H2Cl12Ga8  31  (Pmn21)
H2F2N1P1  14  (P21/c)
H2I3K1O1  7  (Pc)
H8N2O4S1  62  (Pnma)
H8N2S4W1  62  (Pnma)
H8N3O2P1  14  (P21/c)
H9B1N3P1  14  (P21/c)
H9N5O6S3  9  (Cc)
Hf1La2Se5  62  (Pnma)
Hf1Mo1Si1  62  (Pnma)
Hf1Ni1Sn1  216  (F-43m)
Hf1Pd1Sn1  216  (F-43m)
Hf1Pt1Sn1  216  (F-43m)
Hf1Rh1Sb1  216  (F-43m)
Hf1Ru1Si1  46  (Ima2)
Hf1Se3Tl2  11  (P21/m)
Hf1Te4Tl4  148  (R-3)
Hf3Rb4S14  15  (C2/c)
Hg1In2Se4  82  (I-4)
Hg1In2Te4  82  (I-4)
Hg1Na2Pb1  63  (Cmcm)
Hg1Rb6Se4  186  (P63mc)
Hg2Mo5O16  13  (P2/c)
Hg2Se4Sn1  82  (I-4)
Hg3O10Se3  4  (P21)
Hg3Pd8Se9  59  (Pmmn)
Hg3Rb2Se4  72  (Ibam)
Hg3Rb2Te4  60  (Pbcn)
Ir1Sb1Se1  198  (P213)
Ir1Sb1Te1  198  (P213)
Ir1Si1Tb1  62  (Pnma)
Ir1Si3Tb1  107  (I4mm)
Ir1Ta1Te4  31  (Pmn21)
Ir2Nd1Si2  107  (I4mm)
Ir2Se3Sn3  148  (R-3)
Ir2Se5Sn1  11  (P21/m)
Ir3Sc1Si7  167  (R-3c)
K1N1O2W1  99  (P4mm)
K1O6S1V1  19  (P212121)
K1O6U1V1  14  (P21/c)
K1O7P2V1  14  (P21/c)
K1O7P2Y1  63  (Cmcm)
K1O7P2Y1  14  (P21/c)
K1O7P2Y1  11  (P21/m)
K1O8S2V1  148  (R-3)
K1O8W2Y1  15  (C2/c)
K1O9S2V1  19  (P212121)
K1P2S7V1  5  (C2)
K10Sb6Sn2  14  (P21/c)
K2N2O5S1  62  (Pnma)
K2O6P1V1  14  (P21/c)
K2O9P2W1  15  (C2/c)
K3O2S2V1  14  (P21/c)
Lu1Mn1Si1  62  (Pnma)
Lu1Ni1Sb1  216  (F-43m)
Lu1Pr1Se3  63  (Cmcm)
Lu1Rb1Se2  166  (R-3m)
Lu1Se2Tl1  166  (R-3m)
Lu1Te2Tl1  166  (R-3m)
Lu2Mg1Se4  227  (Fd-3m)
Lu2Mo3Si4  62  (Pnma)
Lu2O11Te4  15  (C2/c)
Lu2O13Te5  2  (P-1)
Lu2Pb1Se4  62  (Pnma)
Lu2Se4Sr1  62  (Pnma)
Mg1Na1Sb1  129  (P4/nmm)
Mg1O13Te6  148  (R-3)
Mg1Pb1Sr1  62  (Pnma)
Mg1Pd1Yb1  62  (Pnma)
Mg1Pr1Rh1  62  (Pnma)
Mg1Ru1Sn4  140  (I4/mcm)
Mg1Sb2Si1  122  (I-42d)
Mg1Sc2Se4  227  (Fd-3m)
Mg1Si1Sr1  62  (Pnma)
Mg1Si1Yb1  62  (Pnma)
Mg1Sn1Sr1  62  (Pnma)
Mg2Sb2Sr1  164  (P-3m1)
Mg2Se4Si1  62  (Pnma)
Na2Se3Te1  14  (P21/c)
Na2Se3Zr1  12  (C2/m)
Na2Se8Ti2  14  (P21/c)
Na2Sn4Sr1  15  (C2/c)
Na3Sb1Se3  198  (P213)
Na3Sb1Se4  217  (I-43m)
Na3Sb1Te3  198  (P213)
Na4O10Te4  15  (C2/c)
Na4O13Ti6  12  (C2/m)
Na4S10Si4  63  (Cmcm)
Na4Se4Si1  62  (Pnma)
Na4Se4Sn1  114  (P-421c)
Na4Sn1Te4  19  (P212121)
Na5Sn3Tl1  14  (P21/c)
Na6Se7Si2  15  (C2/c)
Na6Se7Sn2  15  (C2/c)
Na6Si2Te6  14  (P21/c)
Na6Sn2Zn1  12  (C2/m)
Na8O14Ti5  2  (P-1)
Na8Sb4Sn1  227  (Fd-3m)
Nb1Os1Te4  31  (Pmn21)
Nb1Re1Si1  46  (Ima2)
Nb1Rh1Sn1  216  (F-43m)
Nb1Ru1Sb1  216  (F-43m)
Nb1Se4Tl3  217  (I-43m)
Os1Sb1Se1  14  (P21/c)
Os1Sb1Te1  14  (P21/c)
Os1Si1Ti1  46  (Ima2)
Os1Si3Th1  107  (I4mm)
Os1Ta1Te4  31  (Pmn21)
P12Ru4Th1  204  (Im-3)
Pb1Sc2Se4  62  (Pnma)
Pb1Se3Tl4  130  (P4/ncc)
Pb1Se3Tl4  140  (I4/mcm)
Pb1Te3Tl4  140  (I4/mcm)
Pb2Pd3Te2  59  (Pmmn)
Pb2Se4Si1  14  (P21/c)
Pb3S15Sb8  15  (C2/c)
Pb4S11Sb4  55  (Pbam)
Pb6S17Sb6  18  (P21212)
Pd1Rb2Se2  71  (Immm)
Pd1Rb2Te2  71  (Immm)
Pd1Sb1Sc1  216  (F-43m)
Pd1Se2Tl2  55  (Pbam)
Pd1Sn1Zr1  216  (F-43m)
Pd1Sn3Sr1  107  (I4mm)
Pd2Si1Yb1  62  (Pnma)
Pd3Se8Ta2  55  (Pbam)
Pd3Ta2Te5  62  (Pnma)
Pd4Se6Tl2  164  (P-3m1)
Ru1Sb1Te1  14  (P21/c)
Ru1Si1Ti1  46  (Ima2)
Ru1Si3Th1  107  (I4mm)
Ru1Ta1Te4  31  (Pmn21)
Ru3Si5Tb2  72  (Ibam)
S12Sn5Tl4  2  (P-1)
Sb1Se2Tl1  4  (P21)
Sb1Se3Tl3  198  (P213)
Sb2Se2Te1  160  (R3m)
Sb4Sn3Sr1  62  (Pnma)
Sc1Se2Tl1  166  (R-3m)
Sc1Te2Tl1  166  (R-3m)
Sc2Sr1Te4  62  (Pnma)
Se1Si1Th1  139  (I4/mmm)
Se2Tb1Tl1  166  (R-3m)
Se3Sn1Tl2  62  (Pnma)
Se3Sn1Tl4  140  (I4/mcm)
Se3Sr1Zr1  62  (Pnma)
Se3Ta1Tl1  62  (Pnma)
Se4Si1Tl4  15  (C2/c)
Se4Sr1Yb2  62  (Pnma)
Se4Ta1Tl3  217  (I-43m)
Se4Ti1Tl4  14  (P21/c)
Se5Sr1Th2  14  (P21/c)
Se6Si2Tl4  2  (P-1)
As1F6N1S2  12  (C2/m)
As1F6N2S3  14  (P21/c)
As1F9O1S1  62  (Pnma)
As1K1O9W2  19  (P212121)
As1Rb3Se16  203  (Fd-3)
As12Ce1Fe4  204  (Im-3)
As12Ce1Ru4  204  (Im-3)
As12Os4Th1  204  (Im-3)
As2Cl13Sb1  36  (Cmc21)
As2F8K2O2  14  (P21/c)
As2K2O9U1  59  (Pmmn)
As4I1K1O6  191  (P6/mmm)
As6Ge2Na10  14  (P21/c)
As6Na10Si2  14  (P21/c)
As6Na10Sn2  14  (P21/c)
Au1I2K5O2  55  (Pbam)
Au1K1O8S2  15  (C2/c)
Au1K1P2S7  15  (C2/c)
Au1K2P1S4  11  (P21/m)
Au1Na5Se12  4  (P21)
B1Ba1F1O2  8  (Cm)
B1Ba1F3O1  62  (Pnma)
B1Ba1O5P1  152  (P3121)
B1Ba1O5P1  154  (P3221)
B1Ba3O3P1  194  (P63/mmc)
B1O7P1Zn3  8  (Cm)
B1O8P1Pb4  14  (P21/c)
B1O8P1Th2  14  (P21/c)
B1O8Pb4V1  14  (P21/c)
B1O9Pr3W1  173  (P63)
B12Br12Cs2  148  (R-3)
B12Cl12Cs2  148  (R-3)
B18Rb8Se18  2  (P-1)
B2Ba4N4O1  64  (Cmce)
B2Bi1F1O4  145  (P32)
B2Fe2K2O7  150  (P321)
B2Ga2K2O7  150  (P321)
B2K1O6Sb1  9  (Cc)
B2K1O6Ta1  31  (Pmn21)
B2K2La2O7  14  (P21/c)
B2K2O6Zr1  166  (R-3m)
B2Li3O6Y1  14  (P21/c)
B2Mg1O7U1  57  (Pbcm)
B2Na2O7Y2  14  (P21/c)
B2Na3O6Y1  14  (P21/c)
B3Be2K1O7  15  (C2/c)
B3Be2K1O7  31  (Pmn21)
B3Ca5F1O9  8  (Cm)
B3Cd1K1O6  15  (C2/c)
B3F3Li2O4  19  (P212121)
Bi7Cs3Se12  8  (Cm)
Bi8Cs2Se13  11  (P21/m)
Bi8Rb2Se13  11  (P21/m)
Br1F4N1O2  62  (Pnma)
Br1O4W1Y1  2  (P-1)
Br10Gd6Os1  2  (P-1)
Br10Rb1Re3  12  (C2/m)
Br10Te4Zr2  12  (C2/m)
Br11Cs1Nb4  51  (Pmma)
Br11Nb4Rb1  51  (Pmma)
Br12Co1Sc7  148  (R-3)
Br12Os1Se2  12  (C2/m)
Br12Rb4Sb2  141  (I41/amd)
Br12Ta2Te4  2  (P-1)
Br13Cd3Cs7  120  (I-4c2)
Br13Cd3Cs7  140  (I4/mcm)
Br14Ga4Te4  14  (P21/c)
Br15Co1Th6  229  (Im-3m)
Br16Re4Te8  82  (I-4)
Br18Nb6Tl4  12  (C2/m)
Br2N3S2V1  2  (P-1)
Br3F3N3P3  36  (Cmc21)
Br3La9Sb16  176  (P63/m)
C1Ag1K1O3  73  (Ibca)
C1Ag1K1O3  54  (Pcca)
C1N6Si4Y2  14  (P21/c)
C1O6P1Sn2  14  (P21/c)
C1O6Pb2S2  62  (Pnma)
C1O7Si1Y2  2  (P-1)
C2Ag1K1N2  163  (P-31c)
C2Au1K1N2  148  (R-3)
C2B1Cs1F8  11  (P21/m)
C2Ba1N2S2  15  (C2/c)
C2Ca1K2O6  166  (R-3m)
C2Ca1N2S2  15  (C2/c)
C2Cd1N2S2  14  (P21/c)
C2Cl4N3P1  63  (Cmcm)
C2Cs1I3N2  59  (Pmmn)
C2Cu1K1N2  14  (P21/c)
C2D3Li1O5  1  (P1)
C2H1Cs1O4  14  (P21/c)
C2H10B1N1  14  (P21/c)
C2H10N2O5  18  (P21212)
C2H2Ba1O4  19  (P212121)
C2H2Ba1O5  12  (C2/m)
C2H2Ca1O4  92  (P41212)
C2H2Ca1O4  96  (P43212)
C2H2Cd1O4  15  (C2/c)
C2H2Cs2O5  15  (C2/c)
C2H2Fe1N4  58  (Pnnm)
C2N2P4Se3  14  (P21/c)
C2N2Pb1S2  15  (C2/c)
C2N2S2Se1  62  (Pnma)
C2N2S2Sn1  2  (P-1)
C2N2S2Sr1  15  (C2/c)
C2N2S2Zn1  2  (P-1)
C3As1F8N3  15  (C2/c)
C3Ca2K2O9  146  (R3)
C3Fe1O3S1  2  (P-1)
C3H10I1N1  11  (P21/m)
C3H12B1N1  160  (R3m)
C3H14F5N1  2  (P-1)
C3H16F7N1  173  (P63)
C3H3Ba1O7  14  (P21/c)
C3H3O6Sc1  14  (P21/c)
C3H3O6Sc1  167  (R-3c)
C3H4Ba1O6  82  (I-4)
C3H4Fe1O5  7  (Pc)
C3H6As1N1  2  (P-1)
C3H6N1Sb1  15  (C2/c)
C3K4O11U1  15  (C2/c)
C3Na3O9Y1  40  (Ama2)
C4Ag1B1N4  215  (P-43m)
C4Ag4N4S4  15  (C2/c)
C4B1Cs1N4  88  (I41/a)
C5H17B1N2  2  (P-1)
C5I1Mn1O5  63  (Cmcm)
C5I1O5Re1  63  (Cmcm)
C5I1O5Tc1  63  (Cmcm)
C6Ba3N6O6  167  (R-3c)
C6Ca3N6O6  161  (R3c)
C6Co1K3N6  14  (P21/c)
C6Cu2F6O6  15  (C2/c)
C6Fe2O6S2  2  (P-1)
C6H3Co1N6  162  (P-31m)
C6H4Fe1N6  14  (P21/c)
C6I2O6Os2  11  (P21/m)
C6I4O6Os2  12  (C2/m)
C6I8O6Re4  15  (C2/c)
C6K2Mn2N6  14  (P21/c)
C6K3Mn1N6  14  (P21/c)
C8B2Hg1N8  164  (P-3m1)
C8B2N8Zn1  164  (P-3m1)
C8Br4O8W2  12  (C2/m)
C8I2Mo2O8  2  (P-1)
C8K5N8Nb1  82  (I-4)
C8N12P4S8  2  (P-1)
C9F2Fe2O8  11  (P21/m)
C9Fe3O9S2  2  (P-1)
C9O9Os3S2  2  (P-1)
Cl18Nb6Rb4  12  (C2/m)
Cl19Li1Nb6  51  (Pmma)
Cl2F1O1P1  14  (P21/c)
Cl2F2I2O2  14  (P21/c)
Cl2N3S2V1  2  (P-1)
Cl3F3N3P3  36  (Cmc21)
Cl3I1N1V1  2  (P-1)
Cl3N3O3S3  62  (Pnma)
Cl3N3O3S3  14  (P21/c)
Cl6N6S4W2  14  (P21/c)
Cl6O10Pb13  15  (C2/c)
Cl7O1P1U1  14  (P21/c)
Co1I1N2O2  62  (Pnma)
Co1N3O2S3  14  (P21/c)
Co4Na10O10  15  (C2/c)
