Compound  SmmetryNum  SymetGroup
Ba5Si3  130  (P4/ncc)
Ba5Sn3  140  (I4/mcm)
Be1Ni1  221  (Pm-3m)
Be1Pd2  139  (I4/mmm)
Be1Pd3  63  (Cmcm)
Be1Ta2  140  (I4/mcm)
Be1Ti1  221  (Pm-3m)
Be12W1  139  (I4/mmm)
Be12W1  139  (I4/mmm)
Be2Cr1  194  (P63/mmc)
Be2Mo1  194  (P63/mmc)
Be3Ru2  206  (Ia-3)
Be3Ti1  166  (R-3m)
Bi1Br1  12  (C2/m)
Bi1Ce2  139  (I4/mmm)
Bi1Hf2  12  (C2/m)
Bi1La1  225  (Fm-3m)
Bi1Li1  123  (P4/mmm)
Bi1Lu1  225  (Fm-3m)
Bi1Na1  123  (P4/mmm)
Bi1Nb3  223  (Pm-3n)
Bi1Pd3  51  (Pmma)
Bi1Pr1  225  (Fm-3m)
Bi1Pr2  139  (I4/mmm)
Bi1Rh1  194  (P63/mmc)
Bi1Sb1  166  (R-3m)
Bi1Sc1  225  (Fm-3m)
Bi1Se1  12  (C2/m)
Bi1Se1  164  (P-3m1)
Bi1Sn1  64  (Cmce)
Bi1Sn1  64  (Cmce)
Bi1Sr2  139  (I4/mmm)
Bi1Te1  164  (P-3m1)
Bi1Te1  164  (P-3m1)
Bi16I4  12  (C2/m)
Bi2Ca1  63  (Cmcm)
Bi2Eu1  141  (I41/amd)
Bi2Fe1  140  (I4/mcm)
Bi2Hf1  58  (Pnnm)
Bi2Mg3  164  (P-3m1)
Bi2Pd1  139  (I4/mmm)
Bi2Pd1  12  (C2/m)
Bi2Pd5  12  (C2/m)
Bi2Pt1  61  (Pbca)
Bi2Pt1  147  (P-3)
Bi2Rh1  14  (P21/c)
Bi2Se2  164  (P-3m1)
Bi2Se3  166  (R-3m)
Bi2Te3  166  (R-3m)
Bi2Ti1  70  (Fddd)
Bi2Yb1  63  (Cmcm)
Bi3Co1  62  (Pnma)
Bi3In5  140  (I4/mcm)
Bi3Rh1  62  (Pnma)
Bi3Sc5  62  (Pnma)
Bi4Se3  166  (R-3m)
Bi8Se7  164  (P-3m1)
Bi8Se9  166  (R-3m)
Br1La1  166  (R-3m)
Br1Zr1  166  (R-3m)
Br16W6  64  (Cmce)
Br3Gd2  12  (C2/m)
Br3Mo1  59  (Pmmn)
Br3Np1  63  (Cmcm)
Br3Ti1  148  (R-3)
Br3Ti1  2  (P-1)
C1Fe12  47  (Pmmm)
C1Fe12  10  (P2/m)
C1Fe12  10  (P2/m)
C1Fe12  2  (P-1)
C6Cr23  225  (Fm-3m)
Ca1Cd2  74  (Imma)
Ca1Cd2  74  (Imma)
Ca1Ga4  12  (C2/m)
Ca1Ge1  63  (Cmcm)
Ca1Ge2  164  (P-3m1)
Ca1Ge2  166  (R-3m)
Ca1Ge2  166  (R-3m)
Ca1In1  139  (I4/mmm)
Ca1Pd1  221  (Pm-3m)
Ca1Pd5  191  (P6/mmm)
Ca1Sb2  11  (P21/m)
Ca1Si1  63  (Cmcm)
Ca1Si2  191  (P6/mmm)
Ca1Si2  164  (P-3m1)
Ca1Si2  164  (P-3m1)
Ca1Si2  166  (R-3m)
Ca1Si2  166  (R-3m)
Ca1Sn1  63  (Cmcm)
Ca1Sn1  63  (Cmcm)
Ca1Te1  62  (Pnma)
Ca1Zn1  63  (Cmcm)
Ca1Zn1  63  (Cmcm)
Ca1Zn2  74  (Imma)
Ca1Zn5  191  (P6/mmm)
Ca2Hg1  62  (Pnma)
Ca2Li1  164  (P-3m1)
Ca2Li1  12  (C2/m)
Ca3Ga8  71  (Immm)
Ca3Hg1  62  (Pnma)
Ca3Li1  12  (C2/m)
Ca3Pd1  62  (Pnma)
Ca3Zn1  63  (Cmcm)
Ca3Zn1  63  (Cmcm)
Ca5Ge3  130  (P4/ncc)
Ca5Hg3  140  (I4/mcm)
Ca7Ge6  62  (Pnma)
Ca7Sn6  62  (Pnma)
Cd1Ce1  123  (P4/mmm)
Ca1Si2  164  (P-3m1)
Ca1Si2  164  (P-3m1)
Ca1Si2  166  (R-3m)
Ca1Si2  166  (R-3m)
Ca1Sn1  63  (Cmcm)
Ca1Sn1  63  (Cmcm)
Ca1Te1  62  (Pnma)
Ca1Zn1  63  (Cmcm)
Ca1Zn1  63  (Cmcm)
Ca1Zn2  74  (Imma)
Ca1Zn5  191  (P6/mmm)
Ca2Hg1  62  (Pnma)
Ca2Li1  164  (P-3m1)
Ca2Li1  12  (C2/m)
Ca3Ga8  71  (Immm)
Ca3Hg1  62  (Pnma)
Ca3Li1  12  (C2/m)
Ca3Pd1  62  (Pnma)
Ca3Zn1  63  (Cmcm)
Ca3Zn1  63  (Cmcm)
Ca5Ge3  130  (P4/ncc)
Ca5Hg3  140  (I4/mcm)
Ca7Ge6  62  (Pnma)
Ca7Sn6  62  (Pnma)
Cd1Ce1  123  (P4/mmm)
Ce1Ni5  191  (P6/mmm)
Ce1Os2  227  (Fd-3m)
Ce1Pd1  63  (Cmcm)
Ce1Pt1  63  (Cmcm)
Ce1Pt5  191  (P6/mmm)
Ce1Se1  225  (Fm-3m)
Ce1Se2  14  (P21/c)
Ce1Se2  14  (P21/c)
Ce1Si1  62  (Pnma)
Ce1Si5  71  (Immm)
Ce1Te1  225  (Fm-3m)
Ce1Zn1  221  (Pm-3m)
Ce1Zn3  62  (Pnma)
Ce2Co7  166  (R-3m)
Ce2Sb1  139  (I4/mmm)
Ce2Si7  65  (Cmmm)
Ce2Sn5  65  (Cmmm)
Ce2Te3  62  (Pnma)
Ce3Os1  62  (Pnma)
Ce3Sn5  63  (Cmcm)
Ce3Sn7  65  (Cmmm)
Ce5Ge4  62  (Pnma)
Ce5Rh4  62  (Pnma)
Ce5Sn3  140  (I4/mcm)
Ce5Sn3  140  (I4/mcm)
Cl1La1  166  (R-3m)
Cl1Na2  123  (P4/mmm)
Cl1Na3  123  (P4/mmm)
Cl1Na3  14  (P21/c)
Cl1Na3  166  (R-3m)
Cl1Zr1  12  (C2/m)
Cl1Zr1  166  (R-3m)
Cl10W2  12  (C2/m)
Cl2Na3  83  (P4/m)
Cl2Nd1  62  (Pnma)
Cl3Na4  148  (R-3)
Cl3Ti1  148  (R-3)
Cl4Mo1  162  (P-31m)
Cl5Mo1  12  (C2/m)
Cl5Mo1  2  (P-1)
Cl7Na1  200  (Pm-3)
Co1Ge1  12  (C2/m)
Co1Hf2  227  (Fd-3m)
Co1La3  62  (Pnma)
Co1Lu3  62  (Pnma)
Co1Mn1  221  (Pm-3m)
Co1Sb1  194  (P63/mmc)
Co1Sb2  14  (P21/c)
Co1Sc1  221  (Pm-3m)
Co1Sc3  62  (Pnma)
Co2Er1  227  (Fd-3m)
Co2Ge1  62  (Pnma)
Co2Ge1  194  (P63/mmc)
Co2Nd1  227  (Fd-3m)
Co2Si1  62  (Pnma)
Co2Si1  62  (Pnma)
Co2Sn1  194  (P63/mmc)
Co3Lu1  166  (R-3m)
Co3Nb1  221  (Pm-3m)
Co3Pr1  166  (R-3m)
Co3Ta1  166  (R-3m)
Co3Tm1  166  (R-3m)
Co5La1  66  (Cccm)
Co7Hf1  47  (Pmmm)
Co7Hf2  12  (C2/m)
Co7Ho2  166  (R-3m)
Co7La2  166  (R-3m)
Co7Pr2  166  (R-3m)
Co7Th2  166  (R-3m)
Co7Tm2  166  (R-3m)
Cr1Ga4  166  (R-3m)
Cr1Ni2  227  (Fd-3m)
Cr1Ni3  221  (Pm-3m)
Cr1Ni3  139  (I4/mmm)
Cr1Ni3  225  (Fm-3m)
Cr1Sb2  58  (Pnnm)
Cr1Sb2  140  (I4/mcm)
Cr1Se1  194  (P63/mmc)
Cr1Se1  216  (F-43m)
Cr1Se2  12  (C2/m)
Cr1Se2  164  (P-3m1)
Cr1Si2  70  (Fddd)
Cr1Te1  62  (Pnma)
Cr1Te1  194  (P63/mmc)
Cr1Te1  194  (P63/mmc)
Cr1Te1  216  (F-43m)
Cr2Hf1  194  (P63/mmc)
Cr2Nb1  194  (P63/mmc)
Cr2Se3  163  (P-31c)
Cr2Se3  148  (R-3)
Cr2Te3  163  (P-31c)
Cr2Zr1  194  (P63/mmc)
Cr3Ga4  12  (C2/m)
Cr3Ni1  225  (Fm-3m)
Cr3Se4  12  (C2/m)
Cr3Se4  12  (C2/m)
Cr3Se4  12  (C2/m)
Cr3Te4  12  (C2/m)
Cr3Te4  12  (C2/m)
Cr7Se8  12  (C2/m)
Cr8O21  2  (P-1)
Cs1Ga7  166  (R-3m)
Cs1Hg1  2  (P-1)
Cs1Hg1  2  (P-1)
Cu1Eu1  62  (Pnma)
Cu1In1  194  (P63/mmc)
Cu1La1  62  (Pnma)
Cu1Pr1  62  (Pnma)
Cu1Sr1  194  (P63/mmc)
Cu1Ti2  227  (Fd-3m)
Cu1Zr2  227  (Fd-3m)
Cu2Dy1  74  (Imma)
Cu2Gd1  74  (Imma)
Cu2Nd1  74  (Imma)
Cu2Pu1  74  (Imma)
Cu2Te1  12  (C2/m)
Cu2Ti1  63  (Cmcm)
Cu3Sb1  59  (Pmmn)
Cu4Pd1  84  (P42/m)
Cu4Ti1  62  (Pnma)
Cu4Ti3  139  (I4/mmm)
Cu5Ho1  191  (P6/mmm)
Cu5Tb1  191  (P6/mmm)
Cu6Gd1  62  (Pnma)
Cu6La1  14  (P21/c)
Cu6Nd1  62  (Pnma)
Cu6Pu1  62  (Pnma)
Cu6Sn5  15  (C2/c)
Cu6Th1  62  (Pnma)
Cu7In3  2  (P-1)
Cu8Hf3  62  (Pnma)
Cu8Zr3  62  (Pnma)
Dy1Fe2  227  (Fd-3m)
Dy1Fe2  227  (Fd-3m)
Dy1Fe3  166  (R-3m)
Dy1Ge1  63  (Cmcm)
Dy1Ge3  63  (Cmcm)
Dy1Mg3  225  (Fm-3m)
Dy1Mn2  227  (Fd-3m)
Dy1Ni1  62  (Pnma)
Dy1Ni3  166  (R-3m)
Dy1Os2  194  (P63/mmc)
Dy1Pd1  221  (Pm-3m)
Dy1Pd1  62  (Pnma)
Dy1Pt1  62  (Pnma)
Dy1Pt2  227  (Fd-3m)
Dy1Se2  129  (P4/nmm)
Dy1Si1  14  (P21/c)
Dy1Si1  12  (C2/m)
Dy1Si1  63  (Cmcm)
Dy1Si1  62  (Pnma)
Dy1Si2  74  (Imma)
Dy1Si2  141  (I41/amd)
Dy1Sn2  63  (Cmcm)
Dy1Te2  129  (P4/nmm)
Dy1Te3  63  (Cmcm)
Dy1Zn2  74  (Imma)
Dy2Ni7  166  (R-3m)
Dy2Se3  62  (Pnma)
Dy2Sn5  59  (Pmmn)
Dy2Te5  63  (Cmcm)
Dy3Ge4  63  (Cmcm)
Dy3Ni1  62  (Pnma)
Dy3Pt4  148  (R-3)
Er1Ga6  125  (P4/nbm)
Er1Ge1  63  (Cmcm)
Er1Ge3  63  (Cmcm)
Er1Ir2  227  (Fd-3m)
Er1Mn2  227  (Fd-3m)
Er1Ni1  62  (Pnma)
Er1Ni4  12  (C2/m)
Er1Pt1  62  (Pnma)
Er1Rh2  227  (Fd-3m)
Er1Se1  225  (Fm-3m)
Er1Se2  71  (Immm)
Er1Se2  129  (P4/nmm)
Er1Si2  141  (I41/amd)
Er1Sn2  63  (Cmcm)
Er1Sn2  63  (Cmcm)
Er1Te1  225  (Fm-3m)
Er1Te2  129  (P4/nmm)
Er1Te3  63  (Cmcm)
Er1Te3  63  (Cmcm)
Er1Zn2  74  (Imma)
Er1Zn3  62  (Pnma)
Er2Ge5  59  (Pmmn)
Er2Ni7  166  (R-3m)
Er2Pt1  62  (Pnma)
Er3Ge4  63  (Cmcm)
Er3Os1  62  (Pnma)
Er3Pd4  148  (R-3)
Er3Sn7  65  (Cmmm)
Eu1In4  12  (C2/m)
Eu1Mg2  194  (P63/mmc)
Eu3Rh1  62  (Pnma)
Eu5Ga9  63  (Cmcm)
Fe1Ge1  12  (C2/m)
Fe1Na3  127  (P4/mbm)
Fe1Na4  15  (C2/c)
Fe1Nb2  227  (Fd-3m)
Fe1Ni3  139  (I4/mmm)
Fe1Ni3  59  (Pmmn)
Fe1Np6  140  (I4/mcm)
Fe1Pt1  123  (P4/mmm)
Fe1Pu6  140  (I4/mcm)
Fe1Sb2  140  (I4/mcm)
Fe1Se1  67  (Cmme)
Fe1Se1  62  (Pnma)
Fe1Se1  67  (Cmme)
Fe1Se1  2  (P-1)
Fe1Se1  62  (Pnma)
Fe1Se1  67  (Cmme)
Fe1Se1  129  (P4/nmm)
Fe1Se1  67  (Cmme)
Fe1Si2  123  (P4/mmm)
Fe1Si2  123  (P4/mmm)
Fe1Sn1  194  (P63/mmc)
Fe1Sn2  140  (I4/mcm)
Fe1Te1  129  (P4/nmm)
Fe1Ti1  221  (Pm-3m)
Fe1Ti1  221  (Pm-3m)
Fe1Ti2  227  (Fd-3m)
Fe1Zr2  140  (I4/mcm)
Fe1Zr3  63  (Cmcm)
Fe17Y2  194  (P63/mmc)
Fe2Nb1  194  (P63/mmc)
Fe2Si1  164  (P-3m1)
Fe2Si1  164  (P-3m1)
Fe2Yb1  227  (Fd-3m)
Fe2Zr1  194  (P63/mmc)
Fe3Ga4  12  (C2/m)
Fe3Gd1  166  (R-3m)
Fe3Pt1  139  (I4/mmm)
Fe3Se4  12  (C2/m)
Fe3Se4  12  (C2/m)
Fe3Se4  12  (C2/m)
Fe3Sn2  166  (R-3m)
Fe3Th1  166  (R-3m)
Fe3Th1  166  (R-3m)
Fe7Mo6  166  (R-3m)
Fe7Nb6  166  (R-3m)
Fe7Nb6  166  (R-3m)
Ga1Ho1  63  (Cmcm)
Ga1La1  63  (Cmcm)
Ga1La1  63  (Cmcm)
Ga1Lu1  63  (Cmcm)
Ga1Mn1  166  (R-3m)
Ga1Mn1  123  (P4/mmm)
Ga1Pr1  63  (Cmcm)
Ga1Pr1  63  (Cmcm)
Fe2Nb1  194  (P63/mmc)
Fe2Si1  164  (P-3m1)
Fe2Si1  164  (P-3m1)
Fe2Yb1  227  (Fd-3m)
Fe2Zr1  194  (P63/mmc)
Fe3Ga4  12  (C2/m)
Fe3Gd1  166  (R-3m)
Fe3Pt1  139  (I4/mmm)
Fe3Se4  12  (C2/m)
Fe3Se4  12  (C2/m)
Fe3Se4  12  (C2/m)
Fe3Sn2  166  (R-3m)
Fe3Th1  166  (R-3m)
Fe3Th1  166  (R-3m)
Fe7Mo6  166  (R-3m)
Fe7Nb6  166  (R-3m)
Fe7Nb6  166  (R-3m)
Ga1Ho1  63  (Cmcm)
Ga1La1  63  (Cmcm)
Ga1La1  63  (Cmcm)
Ga1Lu1  63  (Cmcm)
Ga1Mn1  166  (R-3m)
Ga1Mn1  123  (P4/mmm)
Ga1Pr1  63  (Cmcm)
Ga1Pr1  63  (Cmcm)
Ga1Pt2  51  (Pmma)
Ga1Pt3  127  (P4/mbm)
Ga1Sc1  63  (Cmcm)
Ga1Tb1  63  (Cmcm)
Ga1Tm1  63  (Cmcm)
Ga1Zr1  141  (I41/amd)
Ga2Gd1  191  (P6/mmm)
Ga2Gd3  136  (P42/mnm)
Ga2Hf1  141  (I41/amd)
Ga2Mg1  55  (Pbam)
Ga2Mg5  72  (Ibam)
Ga2Nd1  191  (P6/mmm)
Ga2Pd5  62  (Pnma)
Ga2Sc1  65  (Cmmm)
Ga2Sc1  65  (Cmmm)
Ga2Sc3  140  (I4/mcm)
Ga2Sr1  191  (P6/mmm)
Ga2Te3  166  (R-3m)
Ga2Th1  191  (P6/mmm)
Ga2Th1  141  (I41/amd)
Ga2Ti1  141  (I41/amd)
Ga2Zr1  65  (Cmmm)
Ga2Zr3  127  (P4/mbm)
Ga3La5  130  (P4/ncc)
Ga3Pr5  140  (I4/mcm)
Ga3Sc5  12  (C2/m)
Ga3Ta5  140  (I4/mcm)
Ga3Tb1  221  (Pm-3m)
Ga3Ti2  83  (P4/m)
Ga3Zr1  139  (I4/mmm)
Ga4Pu1  74  (Imma)
Ga4Yb1  12  (C2/m)
Ga4Yb1  129  (P4/nmm)
Ga5Ir3  118  (P-4n2)
Ga5Lu3  62  (Pnma)
Ga5Pt1  11  (P21/m)
Ga5Rh3  2  (P-1)
Ga6Gd1  125  (P4/nbm)
Ga6Pu1  125  (P4/nbm)
Ga7Rb1  12  (C2/m)
Ga7Rb1  166  (R-3m)
Gd1Ge1  63  (Cmcm)
Gd1Ge1  63  (Cmcm)
Gd1Ge5  71  (Immm)
Gd1Ir2  227  (Fd-3m)
Gd1Mg2  227  (Fd-3m)
Gd1Mg3  225  (Fm-3m)
Gd1Ni1  63  (Cmcm)
Gd1Ni1  62  (Pnma)
Gd1Ni1  63  (Cmcm)
Gd1Pd1  63  (Cmcm)
Gd1Pd1  63  (Cmcm)
Gd1Pt1  62  (Pnma)
Gd1Pt3  221  (Pm-3m)
Gd1Se1  225  (Fm-3m)
Gd1Se2  129  (P4/nmm)
Gd1Si5  71  (Immm)
Gd1Sn2  63  (Cmcm)
Gd1Te1  225  (Fm-3m)
Gd1Te2  129  (P4/nmm)
Gd1Te3  63  (Cmcm)
Gd1Th1  221  (Pm-3m)
Gd1Zn5  191  (P6/mmm)
Gd2Ni7  166  (R-3m)
Gd2Se3  62  (Pnma)
Gd3Ge4  63  (Cmcm)
Gd3Pt1  62  (Pnma)
Gd3Sn7  65  (Cmmm)
Gd5Ir2  15  (C2/c)
Gd5Si4  62  (Pnma)
Ge1Hf2  140  (I4/mcm)
Ge1Mn2  216  (F-43m)
Ge1Nb3  140  (I4/mcm)
Ge1Nb3  86  (P42/n)
Ge1Nd1  63  (Cmcm)
Ge1Ni1  62  (Pnma)
Ge1Ni1  194  (P63/mmc)
Ge1Ni2  62  (Pnma)
Ge1Ni3  221  (Pm-3m)
Ge1Pd1  62  (Pnma)
Ge1Pt1  62  (Pnma)
Ge1Pt3  140  (I4/mcm)
Ge1Rh2  62  (Pnma)
Ge1Sr1  63  (Cmcm)
Ge1Ta3  86  (P42/n)
Ge1Ta3  86  (P42/n)
Ge1Ta3  82  (I-4)
Ge1Te1  60  (Pbcn)
Ge1Th1  225  (Fm-3m)
Ge1Ti3  82  (I-4)
Ge1Zr1  62  (Pnma)
Ge2Hf1  63  (Cmcm)
Ge2Hf1  63  (Cmcm)
Ge2Mo1  62  (Pnma)
Ge2Nd1  141  (I41/amd)
Ge2Ni1  64  (Cmce)
Ge2Pt1  58  (Pnnm)
Ge2Pt3  63  (Cmcm)
Ge2Pt3  62  (Pnma)
Ge2Pu1  141  (I41/amd)
Ge2Re1  12  (C2/m)
Ge2Sr1  164  (P-3m1)
Ge2Tb1  65  (Cmmm)
Ge2Th1  65  (Cmmm)
Ge2Th1  63  (Cmcm)
Ge2Ti1  70  (Fddd)
Ge2Zr1  63  (Cmcm)
Ge3Hf5  193  (P63/mcm)
Ge3Pt2  62  (Pnma)
Ge3Pt2  62  (Pnma)
Ge3Pu1  221  (Pm-3m)
Ge3Sr5  140  (I4/mcm)
Ge3Ti5  193  (P63/mcm)
Ge4Ti5  62  (Pnma)
Ge5Ir4  116  (P-4c2)
Ge5Nd1  71  (Immm)
Ge5Ti6  72  (Ibam)
Ge5Ti6  71  (Immm)
Ge6Sr7  62  (Pnma)
Hf1Ni1  63  (Cmcm)
Hf1Ni3  166  (R-3m)
Hf1Ni5  216  (F-43m)
Hf1Os1  221  (Pm-3m)
Hf1Os1  221  (Pm-3m)
Hf1Pd1  63  (Cmcm)
Hf1Pd1  11  (P21/m)
Hf1Pd2  139  (I4/mmm)
Hf1Pd3  221  (Pm-3m)
Hf1Pd5  65  (Cmmm)
Hf1Ru1  221  (Pm-3m)
Hf1Sb2  129  (P4/nmm)
Hf1Si1  62  (Pnma)
Hf1Si2  63  (Cmcm)
Hf1Te5  63  (Cmcm)
Hf1Zn2  227  (Fd-3m)
Hf2Hg1  139  (I4/mmm)
Hf2Mn1  227  (Fd-3m)
Hf2Ni1  140  (I4/mcm)
Hf2Pd1  139  (I4/mmm)
Hf2Pd1  227  (Fd-3m)
Hf2Pt3  63  (Cmcm)
Hf2Rh1  227  (Fd-3m)
Hf2Si1  140  (I4/mcm)
Hf2Te1  12  (C2/m)
Hf2Zn1  139  (I4/mmm)
Hf3In4  127  (P4/mbm)
Hf3Te2  139  (I4/mmm)
Hf5Pb1  123  (P4/mmm)
Hf5Sn3  193  (P63/mcm)
Hf5Te4  87  (I4/m)
Hg1Mg2  62  (Pnma)
Hg1Sr3  62  (Pnma)
Hg1Te1  63  (Cmcm)
Hg1Ti1  123  (P4/mmm)
Hg1Ti3  221  (Pm-3m)
Hg1Ti3  223  (Pm-3n)
Hg1Zr1  123  (P4/mmm)
Hg1Zr3  223  (Pm-3n)
Hg2Mg1  139  (I4/mmm)
Hg2Nd1  164  (P-3m1)
Hg2Sr1  74  (Imma)
Ho1Si3  139  (I4/mmm)
Ho2Te5  63  (Cmcm)
In1Pd3  139  (I4/mmm)
In1Sb1  63  (Cmcm)
In1Sb1  63  (Cmcm)
In1Se1  194  (P63/mmc)
In2Mg1  227  (Fd-3m)
In2Mg5  72  (Ibam)
In2Se1  58  (Pnnm)
In2Te1  58  (Pnnm)
In2Te3  166  (R-3m)
In2Zr1  141  (I41/amd)
In3Ir1  62  (Pnma)
In3Tb1  221  (Pm-3m)
In3Zr1  139  (I4/mmm)
In4Sr1  12  (C2/m)
In4Ti3  127  (P4/mbm)
In5La3  63  (Cmcm)
In5La3  63  (Cmcm)
In5Sb3  140  (I4/mcm)
In5Tb3  63  (Cmcm)
Ir1La3  62  (Pnma)
Ir1Li1  187  (P-6m2)
Ir1Lu1  221  (Pm-3m)
Ir1Lu3  62  (Pnma)
Ir1Sc1  221  (Pm-3m)
Ir1Ta1  51  (Pmma)
Ir1Tm3  62  (Pnma)
Ir1Zr1  63  (Cmcm)
Ir1Zr3  121  (I-42m)
Ir2Nd1  227  (Fd-3m)
Ir2Si1  62  (Pnma)
Ir2Th1  227  (Fd-3m)
Ir3Nb1  221  (Pm-3m)
Ir3Pa1  221  (Pm-3m)
Ir3Ta1  221  (Pm-3m)
Ir4Si5  11  (P21/m)
Ir7Nd2  166  (R-3m)
La1Os2  194  (P63/mmc)
La1Rh3  166  (R-3m)
La1Sb1  225  (Fm-3m)
La1Si5  12  (C2/m)
La1Si5  12  (C2/m)
La1Sn2  65  (Cmmm)
La2Ni3  64  (Cmce)
La2Sb1  139  (I4/mmm)
La2Sn5  65  (Cmmm)
La2Te5  63  (Cmcm)
La3Tl5  63  (Cmcm)
Li1Tl1  64  (Cmce)
Li2Pd1  191  (P6/mmm)
Li2Pt1  191  (P6/mmm)
Li2Si1  12  (C2/m)
Li2Sn5  127  (P4/mbm)
Li2Sr3  136  (P42/mnm)
Li2Zn1  191  (P6/mmm)
Li2Zn1  74  (Imma)
Li3Si2  12  (C2/m)
Li4Zn1  12  (C2/m)
Li6Si1  166  (R-3m)
Li7Sn2  65  (Cmmm)
Li8Pb3  12  (C2/m)
Li8Pb3  166  (R-3m)
Lu1Mg2  194  (P63/mmc)
Lu1Rh1  221  (Pm-3m)
Lu1Sb1  225  (Fm-3m)
Lu2Pt1  62  (Pnma)
Lu3Tl5  63  (Cmcm)
Mg1Ni1  123  (P4/mmm)
Mg1Ni1  221  (Pm-3m)
Mg1Ni2  194  (P63/mmc)
Mg1Pd1  221  (Pm-3m)
Mg1Pd3  139  (I4/mmm)
Mg1Po1  194  (P63/mmc)
Mg1Pt3  123  (P4/mmm)
Mg2Nd1  227  (Fd-3m)
Mg2Pb1  62  (Pnma)
Mg2Pt1  140  (I4/mcm)
Mg2Si1  12  (C2/m)
Mg3Xe1  129  (P4/nmm)
Mg3Xe2  129  (P4/nmm)
Mg3Xe2  123  (P4/mmm)
Mg5Si6  12  (C2/m)
Mg5Si6  12  (C2/m)
Mg5Si6  12  (C2/m)
Mg5Tl2  72  (Ibam)
Mg5Xe2  139  (I4/mmm)
Mn1Pd3  139  (I4/mmm)
Mn1Rh1  221  (Pm-3m)
Mn1Rh1  123  (P4/mmm)
Mn1Sb1  225  (Fm-3m)
Mn1Sb1  194  (P63/mmc)
Mn2Pr1  194  (P63/mmc)
Mn2Pu1  227  (Fd-3m)
Mn2Si1  216  (F-43m)
Mn2Th1  194  (P63/mmc)
Mn2Tm1  194  (P63/mmc)
Mn2Tm1  194  (P63/mmc)
Mn2Zr1  227  (Fd-3m)
Mo1Ni3  59  (Pmmn)
Mo1Ni4  87  (I4/m)
Mo1Pt1  51  (Pmma)
Mo1Pt1  51  (Pmma)
Mo1Pt2  71  (Immm)
Mo1Pt3  123  (P4/mmm)
Mo1Te2  11  (P21/m)
Mo2Ni1  136  (P42/mnm)
Mo3Se4  148  (R-3)
Mo3Te4  148  (R-3)
Mo3Ti1  71  (Immm)
Mo4O11  62  (Pnma)
Mo6Te8  148  (R-3)
Nb1Ni2  194  (P63/mmc)
Nb1Pt3  11  (P21/m)
Nb1Rh1  51  (Pmma)
Nb1Rh3  221  (Pm-3m)
Nb1Sb2  12  (C2/m)
Nb1Sb2  12  (C2/m)
Nb1Se2  187  (P-6m2)
Nb1Se2  194  (P63/mmc)
Nb1Si2  194  (P63/mmc)
Nb1Sn2  70  (Fddd)
Nb1Tc1  221  (Pm-3m)
Nb2Ni1  227  (Fd-3m)
Nb2Se1  12  (C2/m)
Nb2Se3  11  (P21/m)
Nb2Si1  140  (I4/mcm)
Nb2Te3  12  (C2/m)
Nb3Sb1  223  (Pm-3n)
Nb3Si1  82  (I-4)
Nb3Si1  86  (P42/n)
Nb6Sn5  71  (Immm)
Nb6Zn7  166  (R-3m)
Nd1Pd3  221  (Pm-3m)
Nd1Pt1  63  (Cmcm)
Nd1Pt1  62  (Pnma)
Nd1Rh2  227  (Fd-3m)
Nd1Si1  62  (Pnma)
Nd1Si2  227  (Fd-3m)
Nd1Si2  141  (I41/amd)
Nd1Si2  74  (Imma)
Nd1Sn2  65  (Cmmm)
Nd1Sn3  221  (Pm-3m)
Nd1Te3  63  (Cmcm)
Nd1Zn2  74  (Imma)
Nd1Zn2  74  (Imma)
Nd1Zn3  62  (Pnma)
Nd2Ni7  166  (R-3m)
Nd2Ni7  194  (P63/mmc)
Nd2Te5  63  (Cmcm)
Nd3Ni1  62  (Pnma)
Nd3Ru1  62  (Pnma)
Ni1Pb1  194  (P63/mmc)
Ni1Sb2  58  (Pnnm)
Ni1Se1  129  (P4/nmm)
Ni1Se2  58  (Pnnm)
Ni1Se2  205  (Pa-3)
Ni1Si1  59  (Pmmn)
Ni1Si1  62  (Pnma)
Ni1Si1  194  (P63/mmc)
Ni1Sn1  194  (P63/mmc)
Ni1Tb1  11  (P21/m)
Ni1Tb1  11  (P21/m)
Ni1Te2  164  (P-3m1)
Ni1Te2  205  (Pa-3)
Ni1Th1  62  (Pnma)
Ni1Th1  62  (Pnma)
Ni1Ti1  2  (P-1)
Ni1Ti1  51  (Pmma)
Ni1Ti1  11  (P21/m)
Ni1Ti1  147  (P-3)
Ni1Ti1  51  (Pmma)
Ni1Ti1  147  (P-3)
Ni1Ti1  11  (P21/m)
Ni1Ti1  11  (P21/m)
Ni1Ti1  11  (P21/m)
Ni1Ti1  11  (P21/m)
Ni1Ti2  227  (Fd-3m)
Ni1Zn1  216  (F-43m)
Ni1Zr1  63  (Cmcm)
Ni1Zr2  140  (I4/mcm)
Ni1Zr2  140  (I4/mcm)
Ni1Zr2  139  (I4/mmm)
Ni2Si1  194  (P63/mmc)
Ni2Si1  62  (Pnma)
Ni3Si1  221  (Pm-3m)
Ni3Sn1  59  (Pmmn)
Ni3Sn1  221  (Pm-3m)
Ni3Sn2  62  (Pnma)
Ni3Sn4  12  (C2/m)
Ni3Ta1  11  (P21/m)
Ni3Te2  11  (P21/m)
Ni4Ti3  148  (R-3)
Ni5Th1  191  (P6/mmm)
Ni5Yb1  191  (P6/mmm)
