Compound  SmmetryNum  SymetGroup
Au1Cu1O2  12  (C2/m)
Au1Ge1U1  194  (P63/mmc)
Au1I1Te2  51  (Pmma)
Au1Ni4Y1  216  (F-43m)
Au2In1Y1  225  (Fm-3m)
Au3K1Sn3  59  (Pmmn)
Au5Mn1Y3  148  (R-3)
Au8Ga1K4  12  (C2/m)
B1Be1Li1  11  (P21/m)
B1Ca1Ni4  191  (P6/mmm)
B1Co1Mo1  62  (Pnma)
B1Co1Mo1  62  (Pnma)
B1Co4Gd1  191  (P6/mmm)
B1Co4La1  191  (P6/mmm)
B1Co4Pr1  191  (P6/mmm)
B1Fe4Lu1  191  (P6/mmm)
B1Hf1Rh3  221  (Pm-3m)
B1Ir1Li1  70  (Fddd)
B1Nb1Ni1  63  (Cmcm)
B1Nb1Os1  55  (Pbam)
B1Nb1Ru1  51  (Pmma)
B1Nb1Ru1  51  (Pmma)
B1Ni1Ta1  63  (Cmcm)
B1Pd3Tb1  221  (Pm-3m)
B1Rh3Zr1  221  (Pm-3m)
B1Ru1Ta1  55  (Pbam)
B1Ru1Ta1  51  (Pmma)
B2Ba1Ni2  58  (Pnnm)
B2Ba1Rh2  139  (I4/mmm)
B2Ca1Ir2  70  (Fddd)
B2Ca1Rh2  70  (Fddd)
B2Ce1Ir2  70  (Fddd)
B2Ce1Ru2  70  (Fddd)
B2Ce1Ru3  191  (P6/mmm)
B2Ce2Co5  194  (P63/mmc)
B2Ce2Ir5  166  (R-3m)
B2Co1Nb1  62  (Pnma)
B2Co1Ta1  62  (Pnma)
B2Co2Nd1  139  (I4/mmm)
B2Co3Ho1  191  (P6/mmm)
B2Co3Tm1  191  (P6/mmm)
B2Co5Nd2  194  (P63/mmc)
B2Cr2Ir1  63  (Cmcm)
B2Dy1Ir2  70  (Fddd)
B2Er1Ni2  15  (C2/c)
B2Er1Os1  62  (Pnma)
B2Er1Ru1  62  (Pnma)
B2Eu1Rh3  191  (P6/mmm)
B2Fe5Si1  140  (I4/mcm)
B2Gd1Ir2  70  (Fddd)
B2Gd1Ni2  15  (C2/c)
B2Ho1Ir3  12  (C2/m)
B2Ir1Mo2  58  (Pnnm)
B2Ir2Sr1  70  (Fddd)
B2Ir2Zn1  139  (I4/mmm)
B2Ir3La1  191  (P6/mmm)
B2Ir3Lu1  12  (C2/m)
B2Ir3Sc1  12  (C2/m)
B2Ir3Tb1  12  (C2/m)
B2Ir3Tm1  12  (C2/m)
B2La1Rh3  191  (P6/mmm)
B2Lu1Rh3  12  (C2/m)
B2Mo2Ni1  71  (Immm)
B2Mo2Ru1  58  (Pnnm)
B2Mo5Si1  140  (I4/mcm)
B2Nb2Os1  128  (P4/mnc)
B2Nb2Ru1  128  (P4/mnc)
B2Ni3Zn1  12  (C2/m)
B2Rh2Sr1  70  (Fddd)
B2Rh3Tb1  12  (C2/m)
B2Rh5Sc3  127  (P4/mbm)
B2Ru1Ta2  128  (P4/mnc)
B3Ce2Co7  191  (P6/mmm)
B3Co1Mo3  63  (Cmcm)
B3Co7Dy2  191  (P6/mmm)
B3Co7Er2  191  (P6/mmm)
B3Co7Ho2  191  (P6/mmm)
B3Co7Tm2  191  (P6/mmm)
B3Ir4Zn1  47  (Pmmm)
B3Ir7Zn5  51  (Pmma)
B3Rh7Zn5  51  (Pmma)
B4Br5La4  12  (C2/m)
B4Ce1Cr1  55  (Pbam)
B4Ce1Fe4  86  (P42/n)
B4Ce1Ru4  142  (I41/acd)
B4Co1Gd1  55  (Pbam)
B4Co1Sc1  55  (Pbam)
B4Co1Yb1  55  (Pbam)
B4Co11Y3  191  (P6/mmm)
B4Co2Mo1  71  (Immm)
B4Co4Dy1  137  (P42/nmc)
B4Co4Er1  137  (P42/nmc)
B4Co4Nd1  86  (P42/n)
B4Cr1Dy1  55  (Pbam)
B4Cr1Er1  55  (Pbam)
B4Cr1Gd1  55  (Pbam)
B4Cr1Th1  55  (Pbam)
B4Cr1Tm1  55  (Pbam)
B4Dy1Mo1  55  (Pbam)
B4Dy1Os1  55  (Pbam)
B4Dy1Rh4  137  (P42/nmc)
B4Dy1Ru1  55  (Pbam)
B4Dy1Ru4  142  (I41/acd)
B4Er1Fe1  55  (Pbam)
B4Er1Mo1  55  (Pbam)
B4Er1Ni1  55  (Pbam)
B4Er1Re1  55  (Pbam)
B4Er1Re1  55  (Pbam)
B4Er1Rh4  137  (P42/nmc)
B4Er1Rh4  137  (P42/nmc)
B4Er1Ru1  55  (Pbam)
B4Er1Ru4  142  (I41/acd)
B4Fe1Lu1  55  (Pbam)
B4Fe1Sc1  55  (Pbam)
B4Fe1Yb1  55  (Pbam)
B4Fe2Mo1  71  (Immm)
B4Fe4Nd1  86  (P42/n)
B4Gd1Mo1  55  (Pbam)
B4Gd1Os1  55  (Pbam)
B4Gd1Re1  55  (Pbam)
B4Gd1Ru1  55  (Pbam)
B4Gd1Ru4  142  (I41/acd)
B4Ho1Mo1  55  (Pbam)
B4Ho1Os1  55  (Pbam)
B4Ho1Re1  55  (Pbam)
B4Ho1Ru1  55  (Pbam)
B4Ir4Nd1  86  (P42/n)
B4La2Ni5  12  (C2/m)
B4La2Ni5  12  (C2/m)
B4Lu1Ni1  55  (Pbam)
B4Mg1Os3  63  (Cmcm)
B4Mg2Ru5  55  (Pbam)
B4Mn1Nd1  55  (Pbam)
B4Mn1Pr1  55  (Pbam)
B4Mn1Tb1  55  (Pbam)
B4Mn2Mo1  71  (Immm)
B4Mo1Pu1  55  (Pbam)
B4Mo1Tb1  55  (Pbam)
B4Mo1Th1  65  (Cmmm)
B4Nd1Os4  86  (P42/n)
B4Nd1Rh4  137  (P42/nmc)
B4Ni1Pr1  139  (I4/mmm)
B4Ni1Sc1  55  (Pbam)
B4Ni1Tm1  55  (Pbam)
B4Ni1Yb1  55  (Pbam)
B4Ni5Pr2  12  (C2/m)
B4Os1Pu1  55  (Pbam)
B4Os1Pu1  65  (Cmmm)
B4Os1Tb1  55  (Pbam)
B4Os1Tm1  55  (Pbam)
B4Os1Yb1  55  (Pbam)
B4Os5Sc2  10  (P2/m)
B4Pu1Re1  55  (Pbam)
B4Pu1Ru1  55  (Pbam)
B4Pu1Ru1  65  (Cmmm)
B4Pu1Ru4  142  (I41/acd)
B4Pu1Tc1  55  (Pbam)
B4Re1Tb1  55  (Pbam)
B4Re1Th1  65  (Cmmm)
B4Rh1Tm1  55  (Pbam)
B4Rh1Yb1  55  (Pbam)
B4Rh8Zn5  65  (Cmmm)
B4Ru1Tm1  55  (Pbam)
B4Ru1Yb1  55  (Pbam)
B4Ru4Th1  142  (I41/acd)
B4Ru4Yb1  142  (I41/acd)
B5Na3Pt9  63  (Cmcm)
B6Ca3Rh8  69  (Fmmm)
B6Ce1Cr2  71  (Immm)
B6Ce1Cr2  71  (Immm)
B6Ce5Fe2  166  (R-3m)
B6Cr1Sc2  55  (Pbam)
B6Cr2Nd1  71  (Immm)
B6Cr2Th1  71  (Immm)
B6Dy2Ni3  65  (Cmmm)
B6Dy2Ru1  55  (Pbam)
B6Er2Re1  55  (Pbam)
B6Er2Ru1  55  (Pbam)
B6Eu4Fe3  166  (R-3m)
B6Fe1Lu2  55  (Pbam)
B6Fe2Gd5  166  (R-3m)
B6Fe3Yb4  166  (R-3m)
B6Ho2Ni3  65  (Cmmm)
B6Lu2Ni3  65  (Cmmm)
B6Lu2Os1  55  (Pbam)
B6Lu2Re1  55  (Pbam)
B6Lu2Ru1  55  (Pbam)
B6Ni3Tb2  65  (Cmmm)
B6Ni3Tm2  65  (Cmmm)
B6Ni3Yb2  65  (Cmmm)
B6Os1Pu2  55  (Pbam)
B6Os1Tb2  55  (Pbam)
B6Os1Yb2  55  (Pbam)
B6Pu2Re1  55  (Pbam)
B6Pu2Ru1  55  (Pbam)
B6Pu2Tc1  55  (Pbam)
B6Re1Sc2  55  (Pbam)
B6Rh1Sc2  55  (Pbam)
B6Rh8Sr3  69  (Fmmm)
B6Ru1Tb2  55  (Pbam)
B6Ru1Tm2  55  (Pbam)
B6Ru1Yb2  55  (Pbam)
B7Co4Nb3  63  (Cmcm)
B7Cr1Ho3  63  (Cmcm)
B7Dy3Re1  63  (Cmcm)
B7Er3Mn1  63  (Cmcm)
B7Er3Re1  63  (Cmcm)
B7Gd3Mn1  63  (Cmcm)
B7La2Re3  54  (Pcca)
B7La2Re3  54  (Pcca)
Ba1Bi1O3  12  (C2/m)
Ba1Cr1O3  194  (P63/mmc)
Ba1Cr1O3  194  (P63/mmc)
Ba1Cr2O4  59  (Pmmn)
Ba1Cr4S7  14  (P21/c)
Ba1Dy2O4  62  (Pnma)
Ba1Dy2S4  62  (Pnma)
Ba1Er2F8  12  (C2/m)
Ba1Er2O4  62  (Pnma)
Ba1Er2S4  62  (Pnma)
Ba1Er2S4  62  (Pnma)
Ba1Fe1O3  194  (P63/mmc)
Ba1Fe2P2  139  (I4/mmm)
Ba1Fe2S3  63  (Cmcm)
Ba1Gd2O4  62  (Pnma)
Ba1Gd2S4  62  (Pnma)
Ba1Ho2O4  62  (Pnma)
Ba1Ho2S4  62  (Pnma)
Ba1Ir1O3  12  (C2/m)
Ba1Mn2P2  139  (I4/mmm)
Ba1Mn3O6  12  (C2/m)
Ba1Mo6S8  2  (P-1)
Ba1Mo6S8  148  (R-3)
Ba1Nd2O4  62  (Pnma)
Ba1Ni1S2  129  (P4/nmm)
Ba1Ni4O8  166  (R-3m)
Ba1O3Ru1  166  (R-3m)
Ba1O3Ru1  166  (R-3m)
Ba1O3Ru1  166  (R-3m)
Ba1O3Ru1  194  (P63/mmc)
Ba1O4Tm2  62  (Pnma)
Ba1O4Yb2  62  (Pnma)
Ba1P2Rh2  139  (I4/mmm)
Ba1S4Tm2  62  (Pnma)
Ba1S4Yb2  62  (Pnma)
Ba1Te4U1  12  (C2/m)
Ba2Cu3O6  10  (P2/m)
Ba2F6Ni1  139  (I4/mmm)
Ba2Fe1S3  62  (Pnma)
Ba2Li1N1  137  (P42/nmc)
Ba2P3Pd1  14  (P21/c)
Ba3Cr2S6  167  (R-3c)
Ba3Ge2N2  11  (P21/m)
Ba3Mn2O8  166  (R-3m)
Ba3O1Pb1  221  (Pm-3m)
Ba3O9Os2  167  (R-3c)
Ba4Nb2O9  176  (P63/m)
Ba6Ge5N2  59  (Pmmn)
Bi1Ce2N1  129  (P4/nmm)
Bi1Cr1O3  15  (C2/c)
Bi1Cr1O3  15  (C2/c)
Bi1Gd3O3  12  (C2/m)
Bi1Mn1O3  15  (C2/c)
Bi1N1Nd2  129  (P4/nmm)
Bi1N1Sr3  221  (Pm-3m)
Bi1Ni1O3  2  (P-1)
Bi2Eu4O1  139  (I4/mmm)
Bi2Fe4O9  55  (Pbam)
Bi2Fe4O9  55  (Pbam)
Bi2Hg1S4  12  (C2/m)
Bi2Li3Y1  164  (P-3m1)
Bi2Ni3S2  12  (C2/m)
Bi2Ni3S2  12  (C2/m)
Bi2Ni3S2  12  (C2/m)
Bi2Pb3S6  12  (C2/m)
Bi2Pd3S2  12  (C2/m)
Bi2Rh3S2  12  (C2/m)
Bi3Ir1O2  62  (Pnma)
Bi3Rb1S5  58  (Pnnm)
Bi3S1Te2  164  (P-3m1)
Br1Eu2P1  166  (R-3m)
Br2Hg5O4  72  (Ibam)
C1Al2Fe1  62  (Pnma)
C1Cd1Ti2  194  (P63/mmc)
C1Co1Tb1  131  (P42/mmc)
C1Co1Tm1  131  (P42/mmc)
C1Co2Fe1  62  (Pnma)
C1Co6Mo6  227  (Fd-3m)
C1Cr2Fe1  62  (Pnma)
C1Cr3Ge1  63  (Cmcm)
C1Cr3Nb3  227  (Fd-3m)
C1Cu2Fe1  62  (Pnma)
C1Er3Pb1  221  (Pm-3m)
C1Er3Sn1  221  (Pm-3m)
C1Eu1Rh3  221  (Pm-3m)
C1Fe1Mn2  62  (Pnma)
C1Fe1Mo2  62  (Pnma)
C1Fe1Si2  62  (Pnma)
C1Fe2Ni1  62  (Pnma)
C1Fe2Si1  62  (Pnma)
C1Fe2Ti1  62  (Pnma)
C1Fe3Zr3  227  (Fd-3m)
C1Ga2Mo2  194  (P63/mmc)
C1Ge1Nb2  194  (P63/mmc)
C1Ge1Ni3  221  (Pm-3m)
C1Ge1Ti2  194  (P63/mmc)
C1Hf2Pb1  194  (P63/mmc)
C1Hf2Si1  194  (P63/mmc)
C1Hf2Sn1  194  (P63/mmc)
C1Ir3Sc1  221  (Pm-3m)
C1Nb2Sn1  194  (P63/mmc)
C1Nb4Ni2  227  (Fd-3m)
C1Nb4Zn2  227  (Fd-3m)
C1Nd3Pb1  221  (Pm-3m)
C1Nd3Pb1  221  (Pm-3m)
C1Nd3Sn1  221  (Pm-3m)
C1Os2Zr4  227  (Fd-3m)
C1Pb1Pd3  221  (Pm-3m)
C1Pb1Ti2  194  (P63/mmc)
C1Pb1Zr2  194  (P63/mmc)
C1Pd3Sn1  123  (P4/mmm)
C1Sn1Ti2  194  (P63/mmc)
C1Sn1Yb3  221  (Pm-3m)
C1Sn1Zr2  194  (P63/mmc)
C2Al1Ta3  194  (P63/mmc)
C2Co1Sc1  129  (P4/nmm)
C2Dy1Mo1  62  (Pnma)
C2Er1Mo1  62  (Pnma)
C2Fe1Pu1  129  (P4/nmm)
C2Gd1Mo1  62  (Pnma)
C2Ge1Ti3  194  (P63/mmc)
C2Mo1Pr2  136  (P42/mnm)
C2Si1Ti3  194  (P63/mmc)
C2Sn1Ti3  194  (P63/mmc)
C3Al2Th2  58  (Pnnm)
C3Ce2Mo2  12  (C2/m)
C3Cr2Dy2  12  (C2/m)
C3Cr2Er2  12  (C2/m)
C3Cr2Lu2  12  (C2/m)
C3Cr2Tb2  12  (C2/m)
C3Cr2Tm2  12  (C2/m)
C3Cr2Yb2  12  (C2/m)
C3Er2Mo2  12  (C2/m)
C3Er2Mo2  12  (C2/m)
C3Gd2Mo2  12  (C2/m)
C3Ge1Ti4  194  (P63/mmc)
C3Ho2Mo2  12  (C2/m)
C3Ho2Mo2  12  (C2/m)
C3Lu2Mo2  12  (C2/m)
C3Mo2Tm2  12  (C2/m)
C3Nb8Zn4  227  (Fd-3m)
C4Co1Sc3  12  (C2/m)
C4Co1Sc3  71  (Immm)
C4Co1Sc3  71  (Immm)
C4Dy2Fe1  72  (Ibam)
C4Fe1Ho2  72  (Ibam)
C4Fe1Tm2  72  (Ibam)
C4Ir1Sc3  12  (C2/m)
C4Ir1Sc3  71  (Immm)
C4Ni13Y4  65  (Cmmm)
C4Rh1Sc3  12  (C2/m)
C4Rh1Sc3  71  (Immm)
C5Ru6Th2  127  (P4/mbm)
C5Ru6Th2  127  (P4/mbm)
C6Cl4La6  14  (P21/c)
C6Cr3W20  225  (Fm-3m)
C6Mn20W3  225  (Fm-3m)
Ca1Co2P2  139  (I4/mmm)
Ca1Cr2O4  59  (Pmmn)
Ca1Cu2P2  139  (I4/mmm)
Ca1Cu4P2  136  (P42/mnm)
Ca1Er2S4  62  (Pnma)
Ca1Fe1O2  113  (P-421m)
Ca1Fe2O4  62  (Pnma)
Ca1Fe2P2  139  (I4/mmm)
Ca1Fe4O6  63  (Cmcm)
Ca1Fe5O7  63  (Cmcm)
Ca1Ga1N1  129  (P4/nmm)
Ca1Ho2S4  62  (Pnma)
Ca1Mn1O3  63  (Cmcm)
Ca1Mn1O3  139  (I4/mmm)
Ca1Mn2O4  57  (Pbcm)
Ca1Mn2P2  164  (P-3m1)
Ca1Mo6S8  2  (P-1)
Ca1Mo6S8  148  (R-3)
Ca1Ni2P2  139  (I4/mmm)
Ca1Ni2P2  139  (I4/mmm)
Ca1O3Si1  14  (P21/c)
Ca1O4Pt2  131  (P42/mmc)
Ca1O4Se1  88  (I41/a)
Ca1O4Yb2  62  (Pnma)
Ca1P2Pd2  139  (I4/mmm)
Ca1P2Rh2  139  (I4/mmm)
Ca1P2Ru2  139  (I4/mmm)
Ca1S4Tm2  62  (Pnma)
Ca2Fe2O5  62  (Pnma)
Ca2Fe2O5  62  (Pnma)
Ca2In1N1  63  (Cmcm)
Ca2Mn2O5  55  (Pbam)
Ca2O7Os2  74  (Imma)
Ca3Ge1O1  221  (Pm-3m)
Ca3Li2N6  51  (Pmma)
Ca3Mn2O7  139  (I4/mmm)
Ca3O1Pb1  221  (Pm-3m)
Ca3O1Sn1  221  (Pm-3m)
Ca5Ga2N4  64  (Cmce)
Ca5P6Pd6  51  (Pmma)
Cd1Cr2O4  227  (Fd-3m)
Cd1Cr2S4  227  (Fd-3m)
Cd1Er2S4  227  (Fd-3m)
Cd1Er2S4  227  (Fd-3m)
Cd1Ge2Y2  127  (P4/mbm)
Cd1Li1N1  216  (F-43m)
Cd1Mo6S8  148  (R-3)
Cd2O7Os2  227  (Fd-3m)
Cd2O7Re2  227  (Fd-3m)
Ce1Co2P2  139  (I4/mmm)
Ce1Co5P3  62  (Pnma)
Ce1Cr1O3  221  (Pm-3m)
Ce1Dy1S3  62  (Pnma)
Ce1Er3S6  11  (P21/m)
Ce1Ni1P1  194  (P63/mmc)
Ce1Ni2P2  139  (I4/mmm)
Ce1P2Pt4  62  (Pnma)
Ce1P2Rh2  129  (P4/nmm)
Ce1P2Ru2  139  (I4/mmm)
Ce2Cl3N1  72  (Ibam)
Ce2Hf1S5  62  (Pnma)
Ce2I2Si2  164  (P-3m1)
Ce2O7Zr2  227  (Fd-3m)
Ce2S5Sn1  55  (Pbam)
Ce2Se5U1  62  (Pnma)
Cl1Dy1S1  14  (P21/c)
Cl1Ho1O1  129  (P4/nmm)
Cl1O1Yb1  166  (R-3m)
Cl2Cu2O1  70  (Fddd)
Cl2Hg5O4  72  (Ibam)
Cl3Mo1O1  14  (P21/c)
Cl6K3Mo1  14  (P21/c)
Cl7K3Mn2  139  (I4/mmm)
Cl8N1Sc5  12  (C2/m)
Cl9Te1W1  2  (P-1)
Co1Cr1P1  62  (Pnma)
Co1Cs1O2  64  (Cmce)
Co1Fe1P1  62  (Pnma)
Co1Ga1U1  189  (P-62m)
Co1Ga5U1  123  (P4/mmm)
Co1Ge1O3  15  (C2/c)
Co1Ge1V1  62  (Pnma)
Co1Ge1Y1  62  (Pnma)
Co1Ge2Y1  63  (Cmcm)
Co1Hf1P1  62  (Pnma)
Co1Ho1O3  62  (Pnma)
Co1Ho1O3  62  (Pnma)
Co1Mo1P1  62  (Pnma)
Co1Nd1P1  129  (P4/nmm)
Co1O2Rb3  62  (Pnma)
Co1O3Pb1  201  (Pn-3)
Co1O3Pr1  62  (Pnma)
Co1O3Sr1  11  (P21/m)
Co1O3Tb1  62  (Pnma)
Co1O3Tb1  62  (Pnma)
Co1O4Re1  65  (Cmmm)
Co1P1Pd1  129  (P4/nmm)
Co1P1Ti1  62  (Pnma)
Co1P1Zr1  62  (Pnma)
Co1Si1V1  62  (Pnma)
Co1Si2Y1  63  (Cmcm)
Co1Sn1Y1  62  (Pnma)
Co2Ga1V1  225  (Fm-3m)
Co2Ga1Y6  71  (Immm)
Co2Ge1O4  227  (Fd-3m)
Co2Ge2U1  129  (P4/nmm)
Co2Ge7U3  65  (Cmmm)
Co2Ge7U3  65  (Cmmm)
Co2In1V1  225  (Fm-3m)
Co2In1Y1  51  (Pmma)
Co2Nd1P2  139  (I4/mmm)
Co2Ni1S4  227  (Fd-3m)
Co2O4Rb5  2  (P-1)
Co2O4Si1  227  (Fd-3m)
Co2O4Si1  74  (Imma)
Co2O4Si1  62  (Pnma)
Co2O8Te3  15  (C2/c)
Co2P2Th1  129  (P4/nmm)
Co2Si7U3  65  (Cmmm)
Co3Ga9Y2  63  (Cmcm)
Co3Lu1P2  59  (Pmmn)
Co3P2Tb1  59  (Pmmn)
Co3P2Tm1  59  (Pmmn)
Co4Ge7U3  139  (I4/mmm)
Co5Dy1P3  62  (Pnma)
Co5Gd1P3  62  (Pnma)
Co5P3Yb1  62  (Pnma)
Co8Eu1P5  59  (Pmmn)
Co8La1P5  59  (Pmmn)
Co8P5Pr1  59  (Pmmn)
Co8Ru1S8  225  (Fm-3m)
Cr1Dy1O3  62  (Pnma)
Cr1Dy1O4  74  (Imma)
Cr1Er1O3  62  (Pnma)
Cr1Er1O4  141  (I41/amd)
Cr1Fe1O3  148  (R-3)
Cr1N1Nb1  129  (P4/nmm)
Cr1N3Nb1  129  (P4/nmm)
Cr1Na4O4  2  (P-1)
Cr1Nb1P1  62  (Pnma)
Cr1Nd1O3  221  (Pm-3m)
Cr1Nd1O3  62  (Pnma)
Cr1O4Re1  12  (C2/m)
Cr1O4Sr1  14  (P21/c)
Cr1O4Sr2  139  (I4/mmm)
Cr1P1Se3  12  (C2/m)
Cr1P1Ta1  62  (Pnma)
Cr1Pr2S4  12  (C2/m)
Cr1Se3U1  62  (Pnma)
Cr2Cs3I9  167  (R-3c)
Cr2Fe1O4  227  (Fd-3m)
Cr2Fe1O4  141  (I41/amd)
Cr2Fe1O4  62  (Pnma)
Cr2Fe1O4  63  (Cmcm)
Cr2Fe1O4  70  (Fddd)
Cr2Fe1S4  12  (C2/m)
Cr2Hg1S4  227  (Fd-3m)
Cr2Mg1O4  63  (Cmcm)
Cr2Mg1O4  63  (Cmcm)
Cr2Mg1O4  141  (I41/amd)
Cr2Mg1O4  70  (Fddd)
Cr2Mg1O4  227  (Fd-3m)
Cr2Ni1O4  70  (Fddd)
Cr2Ni1O4  141  (I41/amd)
Cr2Ni1S4  12  (C2/m)
Cr2O12S3  148  (R-3)
Cr2O18P6  14  (P21/c)
Cr2O4Si1  70  (Fddd)
Cr2O4Sr1  59  (Pmmn)
Cr2O4Zn1  141  (I41/amd)
Cr2O4Zn1  70  (Fddd)
Cr2O4Zn1  227  (Fd-3m)
Cr2S4Ti1  12  (C2/m)
Cr2S4Zn1  227  (Fd-3m)
Cr3Rb1S5  12  (C2/m)
Cs1Cu2F5  14  (P21/c)
Cs1F3Yb1  221  (Pm-3m)
Cs1F4Fe1  129  (P4/nmm)
Cs1F4Ti1  129  (P4/nmm)
Cs1Fe1S2  71  (Immm)
Cs1I3Sn1  221  (Pm-3m)
Cs1I3Sn1  221  (Pm-3m)
Cs1I3Sn1  127  (P4/mbm)
Cs1Mn1N9  14  (P21/c)
Cs1Pr1S2  194  (P63/mmc)
Cs1Se8V5  12  (C2/m)
Cs2Fe1O4  62  (Pnma)
Cs2O4Ru1  62  (Pnma)
Cs3F9Fe2  190  (P-62c)
Cs3I9Mo2  194  (P63/mmc)
Cs9Ga1O4  140  (I4/mcm)
Cs9In1O4  140  (I4/mcm)
Cs9O4Sc1  140  (I4/mcm)
Cu1F3Na1  2  (P-1)
Cu1F6Pt1  2  (P-1)
Cu1Ge1O3  14  (P21/c)
Cu1Ho1S2  62  (Pnma)
Cu1In1S2  122  (I-42d)
Cu1Li1O1  216  (F-43m)
Cu1Mg4Y1  65  (Cmmm)
Cu1Mo1O4  2  (P-1)
Cu1Mo1O4  2  (P-1)
Cu1Mo1O4  2  (P-1)
Cu1N2Ta1  166  (R-3m)
Cu1Na1O1  216  (F-43m)
Cu1Nb2O6  14  (P21/c)
Cu1O1Rb1  216  (F-43m)
Cu1O3Se1  14  (P21/c)
Cu1O3Si1  148  (R-3)
Cu1O3Te1  62  (Pnma)
Cu1O3Te1  14  (P21/c)
Cu1O4Te1  14  (P21/c)
Cu1O5Te2  14  (P21/c)
Cu1Pr1S2  14  (P21/c)
Cu1S2Tl1  122  (I-42d)
Cu1S2Tm1  62  (Pnma)
Cu1Sb2Y1  129  (P4/nmm)
Cu1Si1Y1  194  (P63/mmc)
Cu2Dy1O4  15  (C2/c)
Cu2Er1O4  15  (C2/c)
Cu2Fe4S7  51  (Pmma)
Cu2Gd1O4  15  (C2/c)
Cu2Ge1O4  141  (I41/amd)
Cu2Ge2U1  139  (I4/mmm)
Cu2La2O5  55  (Pbam)
Cu2Li1P1  164  (P-3m1)
Cu2Na3O4  14  (P21/c)
Cu2O1Ti4  227  (Fd-3m)
Cu2O12P4  15  (C2/c)
Cu2O3Sr1  59  (Pmmn)
Cu2O3Sr2  69  (Fmmm)
Cu2O4Se1  14  (P21/c)
Cu2P1Ti1  141  (I41/amd)
Cu2P2Zr1  164  (P-3m1)
Cu2S13U6  15  (C2/c)
Cu2Si2U1  139  (I4/mmm)
Cu3Ga8W2  220  (I-43d)
Cu3Mo2O9  2  (P-1)
Cu3S3Sb1  217  (I-43m)
Cu3S4Sb1  225  (Fm-3m)
Cu3S4Sb1  121  (I-42m)
Cu4Ge4U3  71  (Immm)
Cu4La1P3  129  (P4/nmm)
Cu4Na2S3  12  (C2/m)
Cu4O12V4  204  (Im-3)
Cu4S4Sn1  62  (Pnma)
Cu6O8Pb1  225  (Fm-3m)
Dy1Fe1O3  62  (Pnma)
Dy1Ni1O3  62  (Pnma)
Dy1Ni1O3  14  (P21/c)
Dy1Ni1P1  194  (P63/mmc)
Dy1Ni2P2  139  (I4/mmm)
Dy1Ni4P2  136  (P42/mnm)
Dy1P2Pt8  12  (C2/m)
Dy1P2Ru2  139  (I4/mmm)
Dy2O4Sr1  62  (Pnma)
Dy2O7Se2  138  (P42/ncm)
Dy2S4Sr1  62  (Pnma)
Dy2S4Zn1  62  (Pnma)
Dy3O3Sb1  12  (C2/m)
Er1Fe1O3  62  (Pnma)
Er1Fe2O4  166  (R-3m)
Er1Ga4V2  139  (I4/mmm)
Er1Na1O2  15  (C2/c)
Er1Ni4P2  136  (P42/mnm)
Er2Hf1S5  62  (Pnma)
Er2O2Se1  164  (P-3m1)
Er2O4Sr1  62  (Pnma)
Er2O5Si1  15  (C2/c)
Er2O7Se2  138  (P42/ncm)
Er2O7Si2  12  (C2/m)
Er2Pb1S4  62  (Pnma)
Er2S4Sr1  62  (Pnma)
Er2S4Yb1  62  (Pnma)
Er3F10K1  225  (Fm-3m)
Er3In1N1  221  (Pm-3m)
Eu1Ga2S4  70  (Fddd)
Eu1Mo5O8  14  (P21/c)
Eu1Nb1O3  221  (Pm-3m)
Eu1Nb2O6  14  (P21/c)
Eu1Ni5P3  63  (Cmcm)
Eu1P1Sn1  129  (P4/nmm)
Eu2Ge1S4  11  (P21/m)
Eu2O7Ta2  63  (Cmcm)
Eu2P2Se6  14  (P21/c)
F1Ho1Se1  62  (Pnma)
F10K1Yb3  225  (Fm-3m)
F3Rb1Yb1  221  (Pm-3m)
F4Ni1Rb2  139  (I4/mmm)
F7Ru1Xe1  14  (P21/c)
Fe1Li1P1  129  (P4/nmm)
Fe1Li1P1  63  (Cmcm)
Fe1Mn1P1  62  (Pnma)
Fe1Mo6S8  148  (R-3)
Fe1N2Sr2  2  (P-1)
Fe1Na2O4  63  (Cmcm)
Fe1Nb1P1  62  (Pnma)
Fe1Nb2O6  60  (Pbcn)
Fe1Nb2S4  62  (Pnma)
Fe1O2Tl1  166  (R-3m)
Fe1O3Ti1  62  (Pnma)
Fe1O3Ti1  63  (Cmcm)
Fe1O3Zr1  55  (Pbam)
Fe1O4Sr2  139  (I4/mmm)
Fe1O5Ti2  63  (Cmcm)
Fe1P1Ta1  62  (Pnma)
Fe1Rb1S2  71  (Immm)
Fe1S17U8  12  (C2/m)
Fe1S2Tl1  12  (C2/m)
Fe1S4Ti2  12  (C2/m)
Fe1Se3U1  63  (Cmcm)
Fe1Si1U1  62  (Pnma)
Fe1Si1U1  62  (Pnma)
Fe2Ge2U1  139  (I4/mmm)
Fe2Ge7U3  65  (Cmmm)
Fe2Lu1O4  12  (C2/m)
Fe2Lu1O4  12  (C2/m)
Fe2Mg1O4  57  (Pbcm)
Fe2Mg1O4  227  (Fd-3m)
Fe2Mo4O7  74  (Imma)
Fe2Na4O5  14  (P21/c)
Fe2Na6S6  14  (P21/c)
Fe2O12S3  148  (R-3)
Fe2O12S3  148  (R-3)
Fe2O4Si1  74  (Imma)
Fe2O4Ti1  51  (Pmma)
